120 420 0.1 2
#####......................................................................#####                                                            #####                                                       .............................................                                                                                                                                                                          #####
#####......................................................................#####                                                            #####                                                       .............................................                                                                                                                                                                          #####
#####......................................................................#####                                                            #####                                                       .............................................                                                                                                                                                                          #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####                                                            #####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................#####                                                                                                                                                                                                                                                                              #####
#####......................................................................#####............................................................################################################################################                                                                                                         #####                                                                                     #####
#####......................................................................#####............................................................################################################################################                                                                                                         #####                                                                                     #####
#####......................................................................#####............................................................################################################################################                                                                                                         #####                                                                                     #####
#####......................................................................#####............................................................################################################################################                                                                                                         #####                                                                                     #####
#####......................................................................#####............................................................################################################################################                                                                                                         #####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
#####.......................................................................................................................................#####....................................................................................................................................................................................#####                                                                                     #####
##########################################################################################################################################################################################################################################################################################################################################                                                                                     #####
##########################################################################################################################################################################################################################################################################################################################################                                                                                     #####
##########################################################################################################################################################################################################################################################################################################################################                                                                                     #####
##########################################################################################################################################################################################################################################################################################################################################                                                                                     #####
##########################################################################################################################################################################################################################################################################################################################################                                                                                     #####
####################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################################################################################################################################################################################################################################################################################################################################################
